,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
1714,Sony Xperia M ,4,,4.8,2.4,0.3,115,"Android OS, v4.1 (Jelly Bean)",1,5,0,,4,1,32,1750,Snapdragon S4 Plus MSM8227,Krait,2,Qualcomm,1,Adreno 305,5490
1715,Sony Xperia M Dual ,4,,4.8,2.4,0.3,115,"Android OS, v4.1 (Jelly Bean)",1,5,2,0+3,4,1,32,1750,Snapdragon S4 Plus MSM8227,Krait,2,Qualcomm,1,Adreno 305,6290
1716,Sony Xperia M2 Dual ,4.8,Corning Gorilla Glass 3,5.5,2.8,0.3,148,"Android OS, v4.3 (Jelly Bean)",1,8,0,,8,1,32,2300,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226-0,1.2,Adreno 305,9990
1717,Sony Xperia M4 Aqua ,5,Scratch-Resistant Glass,5.7,2.8,0.2,136,"Android OS, v5.0 (Lollipop)",1,13,1,5,8,2,128,2400,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.0,Adreno 405,16107
1718,Sony Xperia M4 Aqua Dual ,5,,5.7,2.8,0.2,135,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,128,2400,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.0,Adreno 405,22700
1719,Sony Xperia M5 ,5,,5.7,2.8,0.3,142,"Android OS, v5.0 (Lollipop)",1,21.5,1,13,16,3,256,2600,Helio X10,Cortex-A53,8,Mediatek MT6795,2,PowerVR G6200,31687
1720,Sony Xperia M5 Dual ,5,Corning Gorilla Glass 3,5.7,2.8,0.3,142.6,"Android OS, v5.0 (Lollipop)",1,21.2,1,13,16,3,200,2600,MediaTek helio X10,Cortex-A53,8,,2,PowerVR G6200,27590
1721,Sony Xperia Miro ,3.5,,4.4,2.3,0.3,110,"Android OS, v4.0 (Ice Cream Sandwich)",1,5,2,0+3,4,0.5,32,1500,Snapdragon S1,Cortex-A5,,Qualcomm MSM7225A ,800,Adreno 200,13990
1722,Sony Xperia Neo L ,4,,4.7,2.4,0.4,131,"Android OS, v4.0 (Ice Cream Sandwich)",1,5,2,0+3,1,0.5,32,1500,Snapdragon S2,,,Qualcomm MSM8255 ,1,Adreno 205,7399
1723,Sony Xperia P ,4,,4.8,2.3,0.4,120,"Android OS, v2.3 (Gingerbread)",1,8,2,0+3,16,1,0,1305,,Cortex-A9,2,NovaThor U8500,1,Mali-400,17555
1724,Sony Xperia R1 ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,16,2,256,2630,Snapdragon 430,Cortex A53,8,Qualcomm,1.9,,9480
1725,Sony Xperia R1 Plus ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,32,3,256,2630,Snapdragon 430,Cortex A53,8,Qualcomm,1.5,,12089
1726,Sony Xperia S ,4.3,,5,2.5,0.4,144,"Android OS, v2.3 (Gingerbread)",1,12,2,1+3,32,1,0,1750,Snapdragon S3,Scorpion,2,Qualcomm MSM8260 ,1.5,Adreno 220,23000
1727,Sony Xperia SP ,4.6,,5.1,2.6,0.3,155,"Android OS, v4.1 (Jelly Bean)",1,8,2,0+3,8,1,32,2370,Snapdragon S4 Pro,Krait,2,Qualcomm MSM8960T,1.7,Adreno 320,11789
1728,Sony Xperia T2 Ultra ,6,Triluminos Display,6.5,3.3,0.3,171.7,"Android OS, v4.3 (Jelly Bean)",1,13,2,1+1,8,1,32,3000,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8928,1.4,Adreno 305,12999
1729,Sony Xperia T2 Ultra Dual ,6,,6.5,3.3,0.3,171.8,"Android OS, v4.3 (Jelly Bean)",1,13,2,1+1,8,1,32,3000,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8228,1.4,Adreno 305,12999
1730,Sony Xperia T3 ,5.3,,5.9,3,0.2,148,"Android OS, v4.4.2 (KitKat)",1,8,2,1+1,8,1,32,2500,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8928-2,1.4,Adreno 305,10999
1731,Sony Xperia U ,3.5,,4.4,2.1,0.4,110,"Android OS, v2.3 (Gingerbread)",1,5,2,0+3,8,0.5,0,1320,,Cortex-A9,2,NovaThor U8500,1,Mali-400,9599
1732,Sony Xperia X 64GB ,5,Scratch-resistant glass,5.6,2.7,0.3,153,"Android OS, v6.0.1 (Marshmallow)",1,23,1,13,64,3,256,2620,Snapdragon 650,Cortex-A72,6,Qualcomm MSM8956,1.8+1.4,Adreno 510,25500
1733,Sony Xperia X Dual ,5,,5.6,2.7,0.3,153,"Android OS, v6.0.1 (Marshmallow)",1,23,1,13,64,3,256,2620,Snapdragon 650,Cortex-A72,6,Qualcomm MSM8956,1.8+1.4,Adreno 510,25500
1734,Sony Xperia XA ,5,Scratch-Resistant Glass,5.6,2.6,0.3,137.4,"Android OS, v6.0.1 (Marshmallow)",1,13,1,8,16,2,200,2300,Helio P10,Cortex-A53,8,Mediatek,2,Mali-T860MP2,12899
1735,Sony Xperia XA Ultra Dual ,6,Scratch-resistant glass,6.4,3.1,0.3,202,"Android OS, v6.0 (Marshmallow)",1,21.5,1,16,16,3,256,2700,MT6755,Cortex-A53,8,Mediatek MT6755,2,Mali-T860MP2,19000
1736,Sony Xperia XA1 ,5,Scratch-resistant glass,5.7,2.6,0.3,143,"Android OS, v7.0 (Nougat)",1,23,1,8,32,3,256,2300,Helio P20,Cortex-A53,8,Mediatek MT6757,2.3+1.6,Mali-T880MP2,15990
1737,Sony Xperia XA1 Plus ,5.5,Corning Gorilla Glass 5,6.1,2.9,0.3,189,"Android OS, v7.0 (Nougat)",1,23,1,8,32,4,256,3430,Helio P20,Cortex-A53,8,Mediatek MT6757,2.3+1.6,Mali-T880MP2,18990
1738,Sony Xperia XA1 Plus 3GB RAM ,5.5,,6.1,2.9,0.3,189,"Android OS, v7.0 (Nougat)",1,24,1,8,32,3,256,3430,Helio P20,Cortex-A53,8,Mediatek MT6757,2.3+1.6,Mali-T880MP2,19590
1739,Sony Xperia XA1 Ultra ,6,Scratch Resistant Glass,6.5,3.1,0.3,188,"Android OS, v7.0 (Nougat)",1,23,1,16,64,4,256,2700,Helio P20,Cortex-A53,8,Mediatek MT6757,2.3+1.6,Mali-T880MP2,21499
1740,Sony Xperia XA2 ,5.2,,5.5,2.7,0.3,171,"Android OS, v8.0 (Oreo)",1,23,1,8,32,3,256,3300,Snapdragon 630,,8,Qualcomm,,,21990
1741,Sony Xperia XZ ,5.2,Corning Gorilla Glass 4,5.7,2.8,0.3,161,"Android OS, v6.0 (Marshmallow)",1,23,1,13,64,3,256,2900,Snapdragon 820,Kryo ,4,Qualcomm MSM8996 ,2,Adreno 530,49985
1742,Sony Xperia XZ Premium ,5.5,Corning Gorilla Glass 5,6.1,3,0.3,195,"Android OS, v7.1 (Nougat)",1,19,1,13,64,4,256,3230,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.4+1.9,Adreno 540,47989
1743,Sony Xperia XZ1 ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,19,1,8,64,4,256,3000,Snapdragon 835,,8,Qualcomm,1.2,,43880
1744,Sony Xperia XZ1 Dual 32GB ,5.2,Corning Gorilla Glass 5,5.8,2.8,0.2,155,"Android OS, v8.0 (Oreo)",1,19,1,13,32,4,256,3430,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.3+1.9,Adreno 540,42990
1745,Sony Xperia XZ3 ,5.7,,,,,,"Android OS, v8.1 (Oreo)",2,19+12,1,13,64,6,128,3240,Snapdragon 845,Cortex A53,8,Qualcomm,,Adreno 630,32999
1746,Sony Xperia XZs ,5.2,Corning Gorilla Glass,5.7,2.8,0.3,161,"Android OS, v7.1 (Nougat)",1,19,1,13,32,4,256,2900,Snapdragon 820,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,51990
1747,Sony Xperia XZs 64GB ,5.2,,5.7,2.8,0.3,161,"Android OS, v7.0 (Nougat)",1,19,1,13,64,4,256,2900,Snapdragon 820,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,28900
1748,Sony Xperia Z ,5,,5.4,2.8,0.3,146,"Android OS, v4.1.2 (Jelly Bean)",1,13,2,2+2,16,2,64,2330,Snapdragon S4 Pro,Krait,4,Qualcomm APQ8064,1.5,Adreno 320,32490
1749,Sony Xperia Z Ultra ,6.4,,7,3.6,0.2,212,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,16,2,64,3050,Snapdragon 800,Krait 400,4,Qualcomm MSM8274,2.2,Adreno 330,17990
1750,Sony Xperia Z1 ,5,Shatter Proof Glass,5.6,2.9,0.3,170,"Android OS, v4.2 (Jelly Bean)",1,20.7,1,2,16,2,64,3000,Snapdragon 800,Krait 400,4,Qualcomm MSM8974,2.2,Adreno 330,18891
1751,Sony Xperia Z1 Compact ,4.3,Shatter Proof Glass,5,2.5,0.3,137,"Android OS, v4.3 (Jelly Bean)",1,20.7,1,2,16,2,64,2300,Snapdragon 800,Krait 400,4,Qualcomm MSM8974,2.2,Adreno 330,23490
1752,Sony Xperia Z2 ,5.2,Triluminos Display,5.7,2.8,0.3,163,"Android OS, v4.4.2 (KitKat)",1,20.7,2,2+2,16,3,128,3200,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AB,2.3,Adreno 330,22500
1753,Sony Xperia Z3 ,5.2,Scratch Resistant Glass,5.7,2.8,0.2,152,"Android OS, v4.4.4 (KitKat)",1,20.7,2,2+2,16,3,128,3100,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AC,2.5,Adreno 330,26100
1754,Sony Xperia Z3 Compact ,4.6,,5,2.5,0.3,129,"Android OS, v4.4 (KitKat)",1,20.7,2,2+2,16,2,128,2600,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AC ,2.5,Adreno 330,24291
1755,Sony Xperia Z3 Plus ,5.2,,5.7,2.8,0.2,144,"Android OS, v5.0 (Lollipop)",1,20.7,2,5+1,32,3,128,2930,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994,1.5+2.0,Adreno 430,40949
1756,Sony Xperia Z5 Dual ,5.2,Scratch-Resistant Glass,5.7,2.8,0.2,154,"Android OS, v5.1.1 (Lollipop)",1,23,1,5,32,3,256,2900,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994,1.5+2.0,Adreno 430,45999
1757,Sony Xperia Z5 Premium ,5.5,Scratch-Resistant Glass,6,2.9,0.3,180,"Android OS, v6.0 (Marshmallow)",1,23,1,5,32,3,256,3430,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994,1.5+2.0,Adreno 430,42499
1758,Sony Xperia ZL ,5,,5.1,2.7,0.3,151,"Android OS, v4.1 (Jelly Bean)",1,13,1,2,16,2,32,2370,Snapdragon S4 Pro,Krait,4,Qualcomm APQ8064 ,1.5,Adreno 320,34200
1759,Sony Xperia ZR ,4,,5.1,2.6,0.4,138,"Android OS, v4.1.2 (Jelly Bean)",0,,1,13,8,2,Yes,2300,Snapdragon S4 Pro,,4,Qualcomm APQ8064 ,1.5,Adreno 320,19431
1760,Videocon Bazoomba V2DA ,2.4,,,,,,,1,0.3,0,,,,16,1800,,,,,,,899
1761,Videocon Challenger V40CF1 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,1.3,2,0+3,8,1,64,1300,,,4,,1.2,,2660
1762,Videocon Challenger V40UE ,4,,,,,,"Android OS, v5.1 (Lollipop)",1,3.2,2,0+3,8,0.5,32,1400,,,4,,1.3,,3199
1763,Videocon Delite 21 16GB ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,2,16,2,32,3000,,Cortex A53,4,MediaTek MT6735M,1,Mali-T720 MP2,4990
1764,Videocon Dost 1 ,1.8,,,,,,,1,0.3,0,,0.0625,0.03125,32,1000,,,,,,,900
1765,Videocon Dost 2 V1RA ,1.8,,,,,,,1,0.3,0,,,,32,1000,,,,,,,849
1766,Videocon Dost V1BA ,1.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,799
1767,Videocon Dost V1GD ,1.8,,,,,,,1,0.3,0,,,,16,1600,,,,,,,989
1768,Videocon Dost V1QA ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,748
1769,Videocon Graphite BD4 ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,2400,,,4,,1.2,,4999
1770,Videocon Graphite DD ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,1600,,,4,,1.2,,3099
1771,Videocon Graphite V45BD ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,2400,,Cortex A7,4,Spreadtrum SC7731,1.2,Mali-400 MP2,4230
1772,Videocon Graphite V45DB ,4.5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,0.5,32,1600,,Cortex A7,4,Spreadtrum SC7731,1.2,Mali-400 MP2,2600
1773,Videocon Graphite V45GD ,4.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,64,2000,,,4,MediaTek MT6735M,1,Mali T720 GPU,4459
1774,Videocon Graphite1 V45ED ,4.5,,,,,130,"Android OS, v6.0 (Marshmallow)",1,5,2,3+2,8,1,64,2000,,Cortex A53,4,MediaTek MT6735M,1.3,Mali-T720 MP2,3449
1775,Videocon Infinium Z30 Aire ,3.5,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,0.5,0.25,32,1400,,,1,,1,,2148
1776,Videocon Infinium Z30 Lite ,3.5,,,,,,"Android OS, v4.4 (Kitkat)",1,2,2,0+3,0.5,0.25,32,1400,,,,,1,,2419
1777,Videocon Infinium Z41 Lite Plus ,4,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4,0.5,32,1400,,,1,,1,,2800
1778,Videocon Infinium Z45 Amaze ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,8,1,32,1600,,,4,,1.2,,2999
1779,Videocon Infinium Z45 Dazzle ,4.5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,1,32,1600,,Cortex A7,4,Spreadtrum SC7731G,1.2,Mali-400 MP2,5900
1780,Videocon Infinium Z45Q star ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,1600,,,4,,1.3,,4444
1781,Videocon Infinium Z51 Punch ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,5,8,1,32,3000,,,4,,1.2,,5299
1782,Videocon Infinium Z51Q Star ,5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,2000,,Cortex A7,4,Spreadtrum SC7731,1.2,Mali-400 MP2,5480
1783,Videocon Krypton 3 V50JG ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,64,3000,,Cortex A53,4,,1.3,Mali-T720 MP2,6949
1784,Videocon Krypton 30 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,2,16,3,64,3000,,,4,,1,,5989
1785,Videocon Krypton V50DA ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,3000,,Cortex A7,4,MediaTek MT6580,1.3,Mali-400 MP,3970
1786,Videocon Krypton V50FA ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,2200,,Cortex A53,4,MediaTek MT6735P,1.3,Mali-T760 MP2,4599
1787,Videocon Krypton V50FG ,5,,,,,180,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,32,2200,,,4,,1.3,,4999
1788,Videocon Krypton V50GH ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,8,0.5,32,1800,Spreadtrum SC7731,Cortex A7,4,,1.3,Mali-400 MP2,4200
1789,Videocon Metal Pro 1 ,5,,,,,,"Android OS, v7.0 (Nougat)",1,8,2,3+2,8,1,128,2450,MT6737,Cortex A53,4,MediaTek,1.25,Mali-T720 MP2,4999
1790,Videocon Metal Pro 2 ,5,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,5,16,2,128,2000,MT6737,Cortex A53,4,MediaTek,1.2,Mali-T720 MP2,4280
1791,Videocon Raga 2 ,2.4,,5.7,3.3,2.5,,,1,0.3,0,,,,32,1000,,,,,,,1030
1792,Videocon Raga1 V2AB ,2.4,,,,,,,1,1.3,0,,,,16,1000,,,,,,,699
1793,Videocon Starr 100 ,4,,,,,," Android OS, v7.0 (Nougat)",1,5,2,1+3,8,1,32,1800,,,4,,1.3,,3299
1794,Videocon V1388 ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,999
1795,Videocon V1393 ,1.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,783
1796,Videocon V1423N ,1.8,,,,,90,,1,1.3,0,,,,16,1800,,,,,,,929
1797,Videocon V15 Plus ,3.5,,,,,," Android OS, v4.2 (Jellybean)",1,3.2,2,0+3,0.5,0.25,16,1400,,,2,,1,,3350
1798,Videocon V1552 ,2.4,,,,,,,1,1.3,0,,,,16,1800,,,,,,,1099
1799,Videocon V1555N ,2.4,,,,,,,1,1.3,0,,,,16,3000,,,,,,,1290
1800,Videocon V1561 ,2.8,,,,,,,1,1.3,0,,,,16,1500,,,,,,,1123
1801,Videocon V1573 ,2.8,,,,,,,1,1.3,0,,,,16,1800,,,,,,,1640
1802,Videocon V1BB ,1.8,,,,,,,1,0.3,0,,0.5,,16,1000,,,,,,,868
1803,Videocon V1DD ,1.8,,,,,,,1,1.3,0,,,,16,1800,,,,,,,860
1804,Videocon V2EB ,2.4,,,,,,,1,0.3,0,,0.5,,16,3000,,,,,,,1295
1805,Videocon V2FA ,2.4,,,,,,,1,0.3,0,,,,16,1800,,,,,,,899
1806,Videocon V35CB9 ,3.5,,,,,,"Android OS, v4.4 (KitKat)",1,0.3,2,0+3,,,32,1300,,,,,,,1999
1807,Videocon V3AB ,2.8,,,,,,,1,1.3,0,,,,16,1500,,,,,,,1891
1808,Videocon V3CB ,2.8,,,,,,,1,1.3,0,,,,32,1800,,,,,,,1199
1809,Videocon V40DF1 ,4,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,1,16,1350,,,4,,1.2,,4198
1810,Videocon V40HD1 ,4,,,,,120,"Android OS, v4.4 (Kitkat)",1,3.2,2,0+3,0.5,0.25,32,1400,,,1,,1,,3790
1811,Videocon VS Mate ,3.5,,,,,,,1,1.3,0,,,,32,1300,,,,,,,1500
1812,Videocon VS Topaz ,2.4,,,,,,,1,0.3,0,,,,32,2200,,,,,,,1249
1813,Videocon Videocon Cube 3 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,64,3000,,Cortex A53,4,MediaTek MT6735,1.3,Mali-T720 MP2,8249
1814,Videocon Virat V3BC ,2.8,,,,,,,1,1.3,0,,,,16,1800,,,,,,,949
1815,Videocon Z30 Pace ,3.5,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,0.5,0.25,16,1250,,,1,,1,,2105
1816,Videocon Z40 Lite Plus ,4,,,,,,"Android OS, v4.4 (Kitkat)",1,3.2,2,0+3,4,0.5,64,1450,,,1,,1,,2635
1817,Videocon Z51 Nova Plus ,5,,,,,,"Android OS, v4.4 (Kitkat)",1,8,1,5,8,1,4,2000,,,4,,1.2,,5774
1818,Videocon Z52 Inspire ,5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,1,32,2000,,,4,,1.2,,5800
1819,Videocon Z55 Dash ,5,,,,,,"Android OS, v4.4 (Kitkat)",1,8,1,5,8,1,32,2200,,Cortex A7,8,MediaTek MT6592M,1.4,Mali-450 MP4,4800
1820,Videocon Z55 Delite ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,5,8,1,32,2200,,Cortex A7,8,MediaTek MT6592M,1.4,Mali-450 MP4,6099
1821,Videocon Zest Flash ,3.5,,,,,100,"Android OS, v4.4 (KitKat)",1,2,2,0+3,0.5,0.25,32,1400,,,,,1,,1999
1822,Vivo NEX ,6.59,,,,,,"Android OS, v8.1 (Oreo)",2,12+5,1,8,128,8,256,4000,Snapdragon 845,Kryo 385,8,Qualcomm,2.8,Adreno 630,44990
1823,Vivo V1 ,5,Corning Gorilla Glass 3,5.6,2.8,0.2,153,Android v5.0 (Lollipop),1,13,1,5,16,2,256,2300,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,15300
1824,Vivo V1 Max ,5.5,,6,3,0.2,165,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,256,2720,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.4+1.0,Adreno 405,12999
1825,Vivo V3 ,5,,5.6,2.8,0.3,138,"Android OS, v5.1 (Lollipop)",1,13,1,8,32,3,128,2550,Snapdragon 616,Cortex-A53,8,Qualcomm MSM8939v2,1.5+1.0,Adreno 405,12000
1826,Vivo V3 Max ,5.5,,6,3,0.3,168,"Android OS, v5.1 (Lollipop)",1,13,1,8,32,4,256,3000,Snapdragon 652,Cortex-A72,8,Qualcomm MSM8976,1.8+1.4,Adreno 510,18633
1827,Vivo V5 ,5.5,Corning Gorilla Glass 3,6,2.9,0.3,154,"Android OS, v6.0.1 (Marshmallow)",1,13,1,20,32,4,128,3000,MT6750,Cortex-A53,8,Mediatek,1.5,Mali-T860MP2,14859
1828,Vivo V5 Plus ,5.5,Corning Gorilla Glass 5,6,2.9,0.2,156,"Android OS, v6.0 (Marshmallow)",1,16,2,20+8,64,4,256,3055,Snapdragon 625,Cortex A72,8,Qualcomm MSM8976,2,Adreno 506,17390
1829,Vivo V5 Plus IPL Edition ,5.5,Corning Gorilla Glass 5,,,,,"Android OS, v6.0 (Marshmallow)",1,16,1,20,64,4,0,3055,Snapdragon 625,,8,Qualcomm,2,,17850
1830,Vivo V5s ,5.5,Corning Gorilla Glass 3,6,2.9,0.3,154,"Android OS, v6.0 (Marshmallow)",1,13,1,20,64,4,256,3000,MT6750,Cortex-A53,8,MediaTek,1.5,Mali-T860MP2,15280
1831,Vivo V7 ,5.7,,5.8,2.8,0.3,139,"Android OS, v7.1 (Nougat)",1,16,1,24,32,4,256,3000,Snapdragon 450,,8,Qualcomm,1.8,,14755
1832,Vivo V7 Plus ,5.99,Corning Gorilla Glass,6.1,2.9,0.3,159,"Android OS, v7.1 (Nougat)",1,16,1,24,64,4,256,3225,Snapdragon 450,Cortex A53,8,Qualcomm,1.8,Adreno 506,16369
1833,Vivo V9 ,,,6,2.9,0.3,150,"Android OS, v8.1 (Oreo)",2,16+5,1,24,64,4,256,3260,Snapdragon 626,Cortex-A53,8,Qualcomm,2.2,Adreno 506,19699
1834,Vivo V9 Youth ,6.3,Corning Gorilla Glass 3,6,2.9,0.3,150,"Android OS, v8.1 (Oreo)",2,16+2,1,16,32,4,256,3260,Snapdragon 450,Cortex-A53,8,Qualcomm SDM450,1.8,Adreno 506,16933
1835,Vivo X Shot X710 ,5.2,,5.7,2.8,0.3,148,"Android OS, v4.3 (Jelly Bean)",1,13,1,8,16,2,256,2600,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AA ,2.3,Adreno 330,16500
1836,Vivo X21 ,6.28,,6,2.9,0.2,156,"Android OS, v8.1 (Oreo)",2,12+5,1,12,128,6,256,3200,Snapdragon 660,Kryo 260,8,Qualcomm,2.2+1.8,Adreno 512,35990
1837,Vivo X3S ,5,,5.6,2.8,0.2,150,"Android OS, v4.2.2 (Jelly Bean)",1,13,1,5,16,1,0,2000,,Cortex-A7,8,,1.7,Mali-450MP4,9600
1838,Vivo X5 Max ,5.5,,6,3,0.2,156,"Android OS, v4.4.4 (KitKat)",1,13,1,5,16,2,128,2300,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.7+1.0,Adreno 405,20499
1839,Vivo X5 Pro ,5.2,,5.8,2.8,0.2,151,"Android OS, v5.0 (Lollipop)",1,13,1,8,16,2,256,2450,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.1,Adreno 405,24990
1840,Vivo Y11 ,4,,4.8,2.4,0.3,124,"Android oS, v4.4 (KitKat)",1,5,1,2,4,0.5,128,1700,Mediatek MT6582М,Cortex-A7,4,Mediatek,1.3,Mali-400MP2,13900
1841,Vivo Y15 ,4.5,,5.1,2.6,0.3,130,"Android OS, v4.2.2 (Jelly Bean)",1,5,1,2,4,0.5,128,1900,,Cortex-A7,4,,1.3,Mali-400MP2,5349
1842,Vivo Y15s ,4.5,,5.1,2.6,0.3,130,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,256,1900,,Cortex-A7,4,,1.3,Mali-400MP2,6899
1843,Vivo Y21 ,4.5,,5.1,2.6,0.3,145,"Android OS, v5.1 (Lollipop)",1,5,1,2,16,1,128,1900,MT6580,Cortex-A7,4,MediaTek,1.3,Mali-400 MP,7300
1844,Vivo Y21L ,4.5,,5.1,2.6,0.3,145,"Android OS, v5.1 (Lollipop)",1,5,1,2,16,1,128,2000,Snapdragon 410,Cortex A53,4,Qualcomm MSM8916,1.2,Adreno 306,6990
1845,Vivo Y22 ,4.5,,5.1,2.6,0.3,126,"Android OS, v4.2 (Jelly Bean)",1,8,2,0+3,4,1,128,1900,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,9980
1846,Vivo Y27L ,4.7,,,,,137,"Android OS, v4.4 (Kitkat)",1,8,1,5,8,1,128,2260,Snapdragon 410,Cortex A53,4,Qualcomm MSM8916,1.2,Adreno 306,10697
1847,Vivo Y27L 16GB ,4.7,,5.3,2.6,0.2,137,"Android OS, v4.4 (KitKat)",1,8,1,5,16,1,128,2260,Snapdragon 410,Cortex A53,4,Qualcomm MSM8916,1.2,Adreno 306,12800
1848,Vivo Y28 ,4.7,,5.4,2.7,0.3,156,"Android OS, v4.4 (Kitkat)",1,8,1,5,4,1,128,2100,,Cortex-A7,4,,1.3,Mali-400MP2,8640
1849,Vivo Y28 8GB ,4.7,,5.4,2.7,0.3,156,"Android OS, v4.2.2 (Jelly Bean)",1,8,1,5,8,1,128,2100,MT6582,Cortex-A7,4,Mediatek ,1.3,Mali-400MP2,15420
1850,Vivo Y31 ,4.7,,5.4,2.7,0.3,137,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,1,128,2100,,Cortex-A7,4,,1.3,Mali-400MP2,10886
1851,Vivo Y31L ,4.7,,,,,133,"Android OS, v5.1 (Lollipop)",1,8,1,5,16,1,128,2200,Snapdragon 410,Cortex A53,4,Qualcomm MSM8916,1.2,Adreno 306,8499
1852,Vivo Y51L ,5,No,5.6,2.8,0.3,157,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,128,2350,Snapdragon 410,Cortex A53,4,Qualcomm MSM8916,1.2,Adreno 306,9082
1853,Vivo Y53 ,5,,5.1,2.7,0.3,137,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,256,2500,Snapdragon 425,Cortex A53,4,Qualcomm MSM8917,1.4,Adreno 308,7995
1854,Vivo Y53i ,5,Corning Gorilla Glass 3,,,,153,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,64,2500,Snapdragon 425,Cortex-A52,4,Qualcomm,1.4,,7720
1855,Vivo Y55L ,5.2,,5.8,2.8,0.3,142,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,128,2650,Snapdragon 430,Cortex-A53,8,Qualcomm,1.4,Adreno 505,9980
1856,Vivo Y55s ,5.2,,5.8,2.8,0.3,142,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,3,256,2730,Snapdragon 425,Cortex-A53,4,Qualcomm MSM8917,1.4,Adreno 306,10235
