,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
1016,Lenovo K900 ,5.5,,6.1,3,0.2,162,"Android OS, v4.2 (Jelly Bean)",1,13,1,2,16,2,0,2500,,,2,,2,PowerVR SGX544MP2,900
1017,Lenovo K900 32GB ,5.5,,6.1,3,0.2,162,"Android OS, v4.2 (Jelly Bean)",1,13,1,2,32,2,0,2500,,,2,Intel Atom Z2580,2,PowerVR SGX544MP2,900
1018,Lenovo K910L ,5.5,No,5.8,3,0.3,147,"Android OS, v4.3 (Jelly Bean)",1,13,1,5,16,2,0,3000,Snapdragon 800,Cortex A53,4,Qualcomm MSM8974,2.2,Adreno 330,910
1019,Lenovo P2 ,5.5,Corning Gorilla Glass 3,6,2.9,0.3,177,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,128,5100,Snapdragon 625,Cortex-A53,8,Qualcomm MSM8953,2,Adreno 506,16999
1020,Lenovo P70 ,5,,5.5,2.8,0.3,149,"Android OS, v4.4 (KitKat)",1,13,1,5,16,2,32,4000,,Cortex-A53,8,,1.7,Mali-T760MP2,9999
1021,Lenovo P780 ,5,,5.6,2.8,0.3,176,"Android OS, v4.2 (Jelly Bean)",1,8,2,0+3,8,1,32,4000,,Cortex-A7,4,Mediatek MT6589,1.2,PowerVR SGX544,780
1022,Lenovo Phab 2 ,6.4,,6.8,3.5,0.3,225,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,128,4050,MT8735,Cortex-A53,4,Mediatek,1.3,Mali-T720MP2,9999
1023,Lenovo Phab 2 Plus ,6.4,,6.8,3.4,0.3,218,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,3,256,4050,MT8783,Cortex-A53,8,Mediatek ,1.3,Mali-T720MP3,11990
1024,Lenovo Phab 2 Pro ,6.4,,,,,,"Android OS, v6.0 (Marshmallow)",1,16,1,8,64,4,128,4050,Snapdragon 652,,8,Qualcomm,1.8,,22999
1025,Lenovo S580 ,5,,5.5,2.7,0.3,129,"Android OS, v4.3 (Jelly Bean)",1,8,1,2,8,1,32,2150,Snapdragon 200,Cortex-A7,4,Qualcomm,1.2,Adreno 302,580
1026,Lenovo S60 Sisley ,5,,5.6,2.8,0.3,128,"Android OS, v4.4.2 (KitKat)",1,13,1,5,8,2,32,2150,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,6990
1027,Lenovo S650 ,4.7,,5.4,2.7,0.3,126,"Android OS, v4.2 (Jelly Bean)",1,8,2,0+3,8,1,32,2000,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,650
1028,Lenovo S660 ,4.7,,5.3,2.7,0.3,151,"Android OS, v4.2 (Jelly Bean)",1,8,2,0+3,8,1,32,3000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,660
1029,Lenovo S850 ,5,,5.5,2.8,0.3,140,,1,13,1,5,16,1,0,2150,,Cortex-A7,4,,1.3,Mali-400MP2,850
1030,Lenovo S860 ,5.3,,5.8,3,0.4,190,"Android OS, v4.2 (Jelly Bean)",1,8,2,1+6,16,2,0,4000,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,860
1031,Lenovo S890 ,5,,5.6,2.9,0.3,176,"Android OS, v4.1 (Jelly Bean)",1,8,2,0+3,4,1,32,2250,,Cortex-A9,2,Mediatek MT6577,1.2,PowerVR SGX531u,890
1032,Lenovo S90 32GB ,5,,5.7,2.8,0.2,129,"Android OS, v4.4.4 (KitKat)",1,13,1,8,32,2,0,2300,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,7490
1033,Lenovo S90 Sisley ,5,,5.7,2.8,0.2,129,"Android OS, v4.4 (KitKat)",1,13,1,8,16,1,0,2300,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,15777
1034,Lenovo S920 ,5.3,,6,3,0.3,159,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4,1,32,2250,,Cortex-A7,4,Mediatek MT6589,1.2,PowerVR SGX544,920
1035,Lenovo Vibe B ,4.5,,5.2,2.6,0.3,144,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,2000,MT6735,Cortex A53,4,MediaTek,1,Mali-T720 MP2,4999
1036,Lenovo Vibe C ,5,,5.6,2.8,0.3,,"Android OS, v5.1 (Lollipop)",1,5,1,2,16,1,32,2300,,,4,,1.1,,5999
1037,Lenovo Vibe K5 ,5,,5.5,2.8,0.3,142,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2750,Snapdragon 415,Cortex-A53,8,Qualcomm MSM8929,1.5+1.2,Adreno 405,8999
1038,Lenovo Vibe K5 Note ,5.5,,5.9,2.9,0.3,165,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,3,128,3500,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8,Mali-T860MP2,9490
1039,Lenovo Vibe K5 Note (4GB RAM) ,5.5,,5.9,2.9,0.3,165,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32,4,128,3500,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8,Mali-T860MP2,9490
1040,Lenovo Vibe K5 Note 64GB ,5.5,,5.9,2.9,0.3,165,"Android OS, v6.0 (Marshmallow)",1,13,1,8,64,4,128,3500,Helio P10,Cortex-A53,8,Mediatek MT6755,1.8+1.0,Mali-T860MP2,10990
1041,Lenovo Vibe K5 Plus ,5,,5.5,2.8,0.3,142,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2750,Snapdragon 616,Cortex-A53,8,Qualcomm MSM8939v2,1.5+1.2,Adreno 405,7490
1042,Lenovo Vibe K5 Plus (3GB RAM) ,5,,5.5,2.8,0.3,142,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,3,128,2750,Snapdragon 616,Cortex-A53,8,Qualcomm MSM8939v2,1.5+1.2,Adreno 405,7691
1043,Lenovo Vibe P1 ,5.5,,6,2.9,0.3,189,"Android OS, v5.1 (Lollipop)",1,13,1,5,32,2,128,4900,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.1,Adreno 405,15999
1044,Lenovo Vibe P1 Turbo ,5.5,Corning Gorilla Glass 3,6,2.9,0.3,189,"Android OS, v5.1 (Lollipop)",1,13,1,5,32,3,128,5000,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.5+1.1,Adreno 405,8567
1045,Lenovo Vibe P1m ,5,,5.5,2.8,0.3,148,"Android OS, v5.1 (Lollipop)",1,8,1,5,16,2,32,4000,,Cortex-A53,4,Mediatek MT6735P,1,Mali-T720MP2,5990
1046,Lenovo Vibe Shot ,5,,5.5,2.7,0.2,145,"Android OS, v5.0.2 (Lollipop)",1,16,1,8,32,3,128,3000,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939,1.7+1.0,Adreno 405,19950
1047,Lenovo Vibe X ,5,,5.6,2.9,0.2,121,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16,2,0,2000,,Cortex A7,4,Mediatek MT6589T,1.5,PowerVR SGX544MP2,11500
1048,Lenovo Vibe X2 ,5,,5.5,2.7,0.2,120,"Android OS, v4.4 (KitKat)",1,13,1,5,32,2,0,2300,MT6595M,Cortex-A17,8,MediaTek,2.0+1.7,PowerVR G600,6780
1049,Lenovo Z2 Plus ,5,,5.5,2.7,0.3,149,"Android OS, v6.0.1 (Marshmallow)",1,13,1,8,64,4,0,3500,Snapdragon 820,,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,12999
1050,Lenovo Z2 Plus 32GB ,5,,5.5,2.7,0.3,149,"Android OS, v6.0.1 (Marshmallow)",1,13,1,8,32,3,0,3500,Snapdragon 820,,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,9399
1051,Lenovo Z5 ,6.2,,,,,,"Android OS, v8.0 Oreo",2,16+8,1,8,64,6,0,3300,Snapdragon 636,Kryo 260,8,Qualcomm SDM636,1.8,Adreno 509,13600
1052,Lyf Flame 7S ,4,,,,,127,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,8,1,32,1800,,,4,SC9830A,1.5,Mali-400 MP2,3999
1053,Micromax 318 ,2.4,,,,,,,1,0.3,0,,,,16,1200,,,,,,,2399
1054,Micromax A110 Canvas 2 ,5,,5.7,3,0.3,168,"Android OS, v4.0 (Ice Cream Sandwich)",1,8,2,0+3,4,0.5,32,2000,,Cortex-A9,2,Mediatek MT6577,1,PowerVR SGX531,8995
1055,Micromax A110Q Canvas 2 Plus ,5,,5.7,3,0.3,164,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4,1,32,2000,,Cortex-A7,4,Mediatek MT6589M,1.2,PowerVR SGX544,10467
1056,Micromax A94 Canvas Mad ,4.5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,1,5,4,0.5,32,1800,,,4,,1.2,,6999
1057,Micromax Amaze 4G ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,1,32,2230,,Cortex-A53,4,,1.2,Adreno 306,6400
1058,Micromax Astra X910A ,2.8,,,,,,,1,0.3,0,,,,8,4000,,,,,,,3399
1059,Micromax Bharat 1 ,2.4,,,,,,,1,2,2,0+3,4,0.5,32,2000,Snapdragon 205,Cortex A7,2,Qualcomm,1.1,Adreno 304,2135
1060,Micromax Bharat 1 (2018) ,2.4,,,,,105,,1,0.3,2,0+3,4,0.5,32,1800,SC9820A,Cortex A7,2,Spreadtrum,1.2,Mali-400 MP,2199
1061,Micromax Bharat 2 ,4,,4.7,2.4,0.3,148,"Android OS, v6.0 (Marshmallow)",1,2,2,0+3,4,0.5,0,1300,SC9832A,Cortex A52,4,Spreadtrum,1.3,Mali-400 MP2,2890
1062,Micromax Bharat 2 Plus ,4,,4.9,2.4,3,120,"Android OS, v7.0 (Nougat)",1,5,1,2,8,1,32,1600,M6737,,4,MediaTek,1.3,,3199
1063,Micromax Bharat 2 Ultra ,4,,,,,,"Android OS, v6.0 (Marshmallow)",1,2,2,0+3,4,0.5,32,1300,SC9832,,4,Spreadtrum,1.3,,2890
1064,Micromax Bharat 3 ,4.5,,,,,145,"Android OS, v7.0 (Nougat)",1,5,1,5,8,1,32,2000,MT6737,Cortex A53,4,MediaTek,1.3,Mali-T720 MP2,4049
1065,Micromax Bharat 4 ,5,,5.6,2.8,0.3,150,"Android OS, v7.0 (Nougat)",1,5,1,5,8,1,32,2500,MT6737,Cortex A53,4,MediaTek,1.3,Mali-T720 MP2,4600
1066,Micromax Bharat 4 16GB ,5,,5.6,2.8,0.3,150,"Android OS, v7.0 (Nougat)",1,5,1,5,16,1,32,2500,MT6737,Cortex A53,8,MediaTek,1.3,Mali-T720 MP2,5249
1067,Micromax Bharat 5 ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,5,1,5,16,1,64,5000,,,4,MediaTek,1.3,,5800
1068,Micromax Bharat 5 Plus ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,5,1,5,16,2,64,5000,,,4,,1.3,,5834
1069,Micromax Bharat 5 Pro ,5.2,,,,,,"Android OS, v7.1.2 (Nougat)",1,13,1,5,32,3,64,5000,,,4,,1.4,,6999
1070,Micromax Bharat Go ,4.5,,5.3,2.6,0.3,130,"Android OS, v8.0 (Oreo)",1,5,1,5,8,1,32,2000,MT6737М,Cortex-A53,4,Mediatek,1.1,Mali-T720MP1,4399
1071,Micromax Bling 2 ,2.8,,4.2,2.3,0.5,111,"Android OS, v2.2 (Froyo)",1,3.1,0,,,0.25,32,1000,Snapdragon S1,ARM 11,,Qualcomm MSM7227-1 ,600,Adreno 200,4599
1072,Micromax Bolt ,4,,,,,128,"Android OS, v5.0 (Lollipop)",1,2,2,0+3,4,0.5,32,1400,,,4,,1.2,,5999
1073,Micromax Bolt A064 ,3.5,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4,0.5,32,1400,,,2,,1.3,,2400
1074,Micromax Bolt A065 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4,0.5,32,2000,,Cortex-A7,2,Mediatek MT6571,1.3,Mali-400,5499
1075,Micromax Bolt A069 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,0.5,32,1800,,,2,MediaTek MT6572,1.3,,8500
1076,Micromax Bolt A089 ,4,,,,,,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,4,0.5,32,2100,,Cortex-A7,2,Mediatek MT6572,1.3,Mali-400,4776
1077,Micromax Bolt A24 ,2.8,,,,,,"Android OS, v2.3.5 (Gingerbread)",1,0.3,0,,0.5,0.25,16,1200,,Cortex-A5,,,1,,2999
1078,Micromax Bolt A58 ,3.5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,2,0,,0.5,0.5,32,1200,,,2,,1,,2649
1079,Micromax Bolt A59 ,3.5,,,,,,"Android OS, v4.1 (Jelly Bean)",1,1.3,0,,0.5,0.25,16,1500,,,,Spreadtrum SC7710,1,,4999
1080,Micromax Bolt A61 ,4,,5.3,2.6,0.3,,"Android OS, v4.1 (Jelly Bean)",1,2,2,0+3,0.5,0.25,16,1500,,,,,1,,2895
1081,Micromax Bolt A79 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4,0.5,32,1450,,Cortex A7,2,MediaTek MT6572M,1,Mali-400,3599
1082,Micromax Bolt D200 ,3.5,,,,,132,"Android OS, v4.4.2 (KitKat)",1,0.3,2,0+3,0.5,0.5,32,1200,,,2,,1.3,,4999
1083,Micromax Bolt D303 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4,0.5,32,1300,,Cortex-A7,2,Mediatek MT6572M,1.3,Mali-400,2890
1084,Micromax Bolt D304 ,4,,,,,,"Android OS, v5.0 (Lollipop)",1,3.2,2,0+3,4,0.5,32,1300,,,2,,1.2,,3999
1085,Micromax Bolt D320 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4,0.5,32,1600,,Cortex-A7,2,Mediatek MT6572,1.2,Mali-400,4490
1086,Micromax Bolt D321 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,0.5,32,1800,,Cortex-A7,2,Mediatek MT6572,1.3,Mali-400,5499
1087,Micromax Bolt Q323 ,4,,,,,,"Android OS, v5.0 (Lollipop)",1,2,2,0+3,4,0.5,32,1500,,,2,,1.2,,3295
1088,Micromax Bolt Q324 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4,0.5,32,1450,,,4,Spreadtrum 7731,1.2,,3600
1089,Micromax Bolt Q326 ,4,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,4,0.5,32,1400,,,4,,1.3,,3790
1090,Micromax Bolt Q326 8GB ,4,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,8,1,32,1400,,,4,,1.3,,4285
1091,Micromax Bolt Q326 Plus ,4,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,8,1,32,1400,,,4,,1.3,,3595
1092,Micromax Bolt Q331 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,0.5,32,2000,,,4,,1.2,,4515
1093,Micromax Bolt Q332 ,5,,5.5,2.8,0.3,140,"Android OS, v5.1 (Lollipop)",1,5,1,2,4,0.5,32,2000,,,4,,1.3,,3900
1094,Micromax Bolt Q333 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,0.5,32,1700,,,4,,1.2,,4950
1095,Micromax Bolt Q335 ,4.5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,4,0.5,32,1650,,,4,Spreadtrum SC7731,1.2,,3302
1096,Micromax Bolt Q338 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1,32,2000,,Cortex-A7,4,Mediatek MT6580,1.3,Mali-400MP2,6500
1097,Micromax Bolt Q339 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,0.5,32,1650,,,4,,1.2,,3489
1098,Micromax Bolt Q346 ,4.5,,5.2,2.8,0.3,162,"Android Os, v5.0 (Lollipop)",1,5,2,0+3,8,1,32,1700,,,4,,1.3,,3799
1099,Micromax Bolt Q381 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,8,1,32,2000,,,4,,1.3,,4200
1100,Micromax Bolt Q381 Plus ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,16,1,32,2000,,,4,Spreadtrum SC7731,1.3,,3984
1101,Micromax Bolt Q383 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4,0.5,32,1800,,,4,,1.2,,4999
1102,Micromax Bolt S300 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,0.3,2,0+3,4,0.5,32,1200,,,,Spreadtrum 7715,1,,3300
1103,Micromax Bolt S301 ,3.5,,,,,,"Android OS, v4.4.2 (KitKat)",1,1.3,0,,4,0.5,16,1200,,,1,,1,,1999
1104,Micromax Bolt S302 ,4,,,,,,"Android OS, v4.4.3 (KitKat)",1,1.3,1,2,4,0.5,32,1450,,,1,Spreadtrum SC7715,1,,2890
1105,Micromax Bolt Selfie ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,5,8,1,32,1750,,,4,,1,,3249
1106,Micromax Bolt Supreme 2 ,4,,,,,,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4,0.5,32,1400,,Cortex A7,4,Spreadtrum SC7731C,1.2,,3600
1107,Micromax Bolt Supreme 4 ,5,,,,,141,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,64,2000,MT6580,Cortex-A7,4,Mediatek,1.3,Mali-400MP2,4500
1108,Micromax Bolt Supreme 4 Q352 Plus ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,1,64,,,Cortex A7,4,,1.3,,6299
1109,Micromax Bolt X088 ,1.8,,,,,60,,1,0.3,0,,,,4,950,,,,,1800,,899
1110,Micromax CG666 ,2.4,,,,,,,1,0.3,0,,,0.125,8,1700,,,,,192,,1399
1111,Micromax CG777 ,2.4,,,,,,,1,0.3,0,,,,8,1000,,,,,,,2745
1112,Micromax Canvas 1 ,5,,5.6,2.8,0.3,150,"Android OS, v7.0 (Nougat)",1,8,1,5,16,2,64,2500,MT6737,Cortex-A53,4,Mediatek,1.3,Mali-T720,5793
1113,Micromax Canvas 1 (2018) ,5.7,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,16,2,64,3000,MT6737,Cortex-A53,4,MediaTek,1.3,Mali-T720,5999
1114,Micromax Canvas 2 (2017) ,5,,5.6,2.7,0.3,142,"Android OS, v7.0 (Nougat)",1,13,1,5,16,3,64,3050,MT6737,Cortex A53,4,MediaTek,1.3,Mali-T720 MP2,6280
1115,Micromax Canvas 2 Colors A120 ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,2.5,1,32,2000,MT6582,Cortex-A7,4,Mediatek,1.3,Mali-400MP2,8845
1116,Micromax Canvas 2 Colors A120 ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4,1,32,2000,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,9005
1117,Micromax Canvas 2 Colors A120 (8 GB ROM) ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,8,1,32,2000,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,7850
1118,Micromax Canvas 2 Plus ,5.7,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,32,3,128,4000,,,4,,1.3,,8999
1119,Micromax Canvas 2.2 A114 ,5,,5.7,2.8,0.3,147,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4,1,32,2000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,14500
1120,Micromax Canvas 4 ,5,,5.6,2.9,0.3,158,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16,1,32,2000,,Cortex-A7,4,Mediatek MT6589,1.2,PowerVR SGX544,9999
1121,Micromax Canvas 4 Plus A315 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,13,1,5,16,1,32,2000,,Cortex-A7,8,Mediatek MT6592,1.7,Mali-450MP4,7998
1122,Micromax Canvas 5 ,5.2,Corning Gorilla Glass 3,,,,,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,3,64,2900,,Cortex-A53,8,Mediatek MT6753,1.3,Mali-T720MP3,7000
1123,Micromax Canvas 5 32GB ,5.2,Corning Gorilla Glass 3,5.6,3,0.3,143,"Android OS, v5.1 (Lollipop)",1,13,1,5,32,3,64,2900,MT6753,Cortex-A53,8,Mediatek,1.3,Mali-T720MP3,7130
1124,Micromax Canvas 5 Lite Special Edition ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,3,32,2000,,,4,,1,,4775
1125,Micromax Canvas 6 ,5.5,Corning Gorilla Glass 3,5.6,2.8,0.3,152,"Android OS, v5.1 (Lollipop)",1,13,1,8,32,3,64,3000,Helio X10,Cortex-A53,8,Mediatek MT6795,1.3,PowerVR G6200,5990
1126,Micromax Canvas 6 Pro ,5.5,Corning Gorilla Glass 3,,,,,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,4,64,3000,Helio X10,Cortex-A53,8,Mediatek MT6795,2,PowerVR G6200,6949
1127,Micromax Canvas A1 ,4.5,,,,,,"Android OS, v4.4.4 (KitKat)",1,5,1,2,4,1,32,1700,,Cortex-A7,4,,1.3,Mali-400MP2,3490
1128,Micromax Canvas A1 AQ4502 ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,1700,,Cortex-A7,4,,1.3,Mali-400MP2,6220
1129,Micromax Canvas Amaze ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,13,1,5,8,2,32,2000,,Cortex-A7,4,Mediatek MT6580,1.3,Mali-400MP2,6074
1130,Micromax Canvas Amaze 2 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2500,Snapdragon 415,,8,Qualcomm,1.4,,6499
1131,Micromax Canvas Amaze 2 E457 ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,32,2500,Snapdragon 415,Cortex-A53,8,Qualcomm MSM8929,1.4+1.0,Adreno 405,7400
1132,Micromax Canvas Blaze 4G ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,2000,Snapdragon 210,Cortex-A7,4,Qualcomm MSM8909,1.1,Adreno 304,5999
1133,Micromax Canvas Blaze 4G Plus ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,1,32,1750,MT6735M,Cortex-A53,4,MediaTek,1,Mali-T720,3999
1134,Micromax Canvas Blaze MT500 ,5,,,,,,"Android OS, v4.1 (Jelly Bean)",1,8,2,0+3,4,0.75,32,1850,Snapdragon MSM8625,Cortex A5,2,Qualcomm ,1,Adreno 203,4678
1135,Micromax Canvas Doodle 2 A240 ,5.7,,,,,220,"Android OS, v4.2.1 (Jelly Bean)",1,12,1,5,16,1,0,2600,,Cortex-A7,4,,1.2,PowerVR SGX544,22999
1136,Micromax Canvas Doodle 3 A102 ,6,,,,,,"Android OS, v4.2.2 (Jelly Bean)",1,5,2,0+3,4,1,32,2500,,Cortex-A7,2,,1.3,Mali-400,7705
1137,Micromax Canvas Doodle 3 A102 (8 GB) ,6,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,8,1,32,2500,,Cortex-A7,2,Mediatek MT6572,1.3,Mali-400,9990
1138,Micromax Canvas Doodle 4 ,6,,6.5,3.3,0.3,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,3000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,7901
1139,Micromax Canvas Doodle A111 ,5.3,,5.7,3,0.3,168,"Android OS, v4.1 (Jelly Bean)",1,8,1,2,4,0.5,32,2100,Snapdragon S4 Play,Cortex-A5,4,Qualcomm MSM8225Q ,1.2,Adreno 203,8495
1140,Micromax Canvas Duet 2 EG111 ,5.3,,,,,164,"Android OS, v4.1 (Jelly Bean)",1,8,1,2,4,1,32,2300,Snapdragon 200,Cortex A5,4,Qualcomm MSM8625Q,1.2,Adreno 203,5800
1141,Micromax Canvas Elanza 2 A121 ,5,,,,,,"Android OS, v4.3 (Jelly Bean)",1,8,1,2,4,1,32,2000,Snapdragon 200,Cortex-A7,4,Qualcomm MSM8212 ,1.2,Adreno 302,11500
1142,Micromax Canvas Fire 2 A104 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,1,32,1900,,,4,,1.3,,7999
1143,Micromax Canvas Fire 3 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,1850,,,4,,1.3,,4999
1144,Micromax Canvas Fire 3 4GB ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,1,32,1850,,,4,MediaTek MT6582M,1.3,,4750
1145,Micromax Canvas Fire 3 Q375 ,4.5,,,,,,"Android OS, v5.0 (Lollipop)",1,5,1,2,8,1,32,1850,,,4,MediaTek MT6582M,1.3,,6600
1146,Micromax Canvas Fire 4 ,,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,2000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,3889
1147,Micromax Canvas Fire 4G ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,1850,,Cortex-A53,4,,1,,6350
1148,Micromax Canvas Fire 5 ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,1,64,2500,MT6580,Cortex-A7,4,Mediatek,1.3,Mali-400MP2,6299
1149,Micromax Canvas Fire A093 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,0.5,32,1750,,,4,,1.3,,3190
1150,Micromax Canvas Fun A76 ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,0.5,32,2000,,Cortex-A7,2,Mediatek MT6572,1.2,Mali-400,6840
1151,Micromax Canvas Gold A300 ,5.5,,,,,,"Android OS, v4.4 (KitKat)",1,16,1,5,32,2,0,2300,,Cortex-A7,8,Mediatek MT6592T,2,Mali-450MP4,16990
1152,Micromax Canvas HD A116 ,5,,5.6,2.9,0.4,156,"Android OS, v4.1 (Jelly Bean)",1,8,1,2,4,1,32,2000,,Cortex-A7,4,Mediatek MT6589,1.2,PowerVR SGX544,11069
1153,Micromax Canvas HD Plus ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,2000,,Cortex-A7,6,Mediatek MT6591,1.5,Mali-450MP4,5400
1154,Micromax Canvas Hue 2 ,5,,,,,,"Android OS, v4.4.2 (Kitkat)",1,13,1,5,16,2,32,2000mAh,,,8,,1.7,,7895
1155,Micromax Canvas Hue AQ5000 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,3000,,Cortex-A7,4,,1.3,Mali-400MP2,7694
1156,Micromax Canvas Infinity ,5.7,,5.9,2.8,0.3,160,"Android OS, v7.1 (Nougat)",1,13,1,16,32,3,128,2900,Snapdragon 425,Cortex-A53,4,Qualcomm MSM8917,1.4,Adreno 308,8203
1157,Micromax Canvas Infinity Life ,5.45,,,,,,"Android OS, 7.1.2 (Nougat)",1,13,1,8,16,2,128,2500,MT6737,Cortex-A53,4,Mediatek,1.4,Mali-T720MP1,8300
